id,number,enname,form1,form2,form3,form4,form5,type1,type2,hp,attack,defense,spattack,spdefense,speed,krname,imgname
a3ea1a3c-119a-4d04-9200-89ad724aced3,191,Sunkern,,,,,,Grass,,30,30,30,30,30,30,해너츠,sunkern.avif
f8980aa4-2fc3-423b-9b76-d8b192c101ea,192,Sunflora,,,,,,Grass,,75,75,55,105,85,30,해루미,sunflora.avif
620ac5cc-9694-4c27-8550-b88a6a372c78,193,Yanma,,,,,,Bug,Flying,65,65,45,75,45,95,왕자리,yanma.avif
29cbbf5b-ef98-41d9-ba73-c279df5f3dbe,194,Wooper,Paldean Wooper,,,,,Water,Ground,55,45,45,25,25,15,우파,wooper.avif
68a71136-bc18-4da0-931a-acea928c45e3,195,Quagsire,,,,,,Water,Ground,95,85,85,65,65,35,누오,quagsire.avif
f069cd67-95e9-4c2c-8de2-d2cadb392b3c,196,Espeon,,,,,,Psychic,,65,65,60,130,95,110,에브이,espeon.avif
1cfd74b2-97aa-4c0f-9ebc-467a4b73e975,197,Umbreon,,,,,,Dark,,95,65,110,60,130,65,블래키,umbreon.avif
ef3d1851-2bce-4dec-9593-d3114158fe4e,198,Murkrow,,,,,,Dark,Flying,60,85,42,85,42,91,니로우,murkrow.avif
1034b87f-3f3c-47ab-8a1f-cc0fc43ac30d,199,Slowking,Galarian Slowking,,,,,Water,Psychic,95,75,80,100,110,30,야도킹,slowking.avif
7187b168-db89-4bdd-92d6-cc439903fa74,200,Misdreavus,,,,,,Ghost,,60,60,60,85,85,85,무우마,misdreavus.avif
e763c2db-a35c-4369-bb64-bf43f0833534,201,Unown,,,,,,Psychic,,48,72,48,72,48,48,안농,unown.avif
5ab55906-a507-485a-b4e8-e933b5492ed8,202,Wobbuffet,,,,,,Psychic,,190,33,58,33,58,33,마자용,wobbuffet.avif
41bd36d9-5231-4a96-97ed-ca8c30789836,203,Girafarig,,,,,,Normal,Psychic,70,80,65,90,65,85,키링키,girafarig.avif
eafcc484-fc5c-4e47-bd54-074c58ce932d,204,Pineco,,,,,,Bug,,50,65,90,35,35,15,피콘,pineco.avif
be2b7dd1-96d8-443d-ab8e-7dc01e7406f4,205,Forretress,,,,,,Bug,Steel,75,90,140,60,60,40,쏘콘,forretress.avif
33f29034-7fa2-4b67-b57a-424984739c56,206,Dunsparce,,,,,,Normal,,100,70,70,65,65,45,노고치,dunsparce.avif
63b477b2-2ff9-4406-8911-a1c5934c2fc5,207,Gligar,,,,,,Ground,Flying,65,75,105,35,65,85,글라이거,gligar.avif
127d87ad-6a7a-4097-90b5-f1aa15cb4237,208,Steelix,Mega Steelix,,,,,Steel,Ground,75,85,200,55,65,30,강철톤,steelix.avif
bd4f8853-d410-4756-bd1f-d87dc26f90a3,209,Snubbull,,,,,,Fairy,,60,80,50,40,40,30,블루,snubbull.avif
409bc952-98b9-4d79-891f-51ae7499b59b,210,Granbull,,,,,,Fairy,,90,120,75,60,60,45,그랑블루,granbull.avif
cfb54927-8824-4e58-8ad5-ad3f76a458ef,211,Qwilfish,Hisuian Qwilfish,,,,,Water,Poison,65,95,85,55,55,85,침바루,qwilfish.avif
8dc72649-9a26-437b-bbfd-5b97eb4c3658,212,Scizor,Mega Scizor,,,,,Bug,Steel,70,130,100,55,80,65,핫삼,scizor.avif
06957d23-bf94-44b9-b6fc-4e29cace9a02,213,Shuckle,,,,,,Bug,Rock,20,10,230,10,230,5,단단지,shuckle.avif
c2d85fd5-7430-4288-805a-930d8651ea2e,214,Heracross,Mega Heracross,,,,,Bug,Fighting,80,125,75,40,95,85,헤라크로스,heracross.avif
24873d99-6d0e-4d12-a519-aa281797102e,215,Sneasel,Hisuian Sneasel,,,,,Dark,Ice,55,95,55,35,75,115,포푸니,sneasel.avif
d4171b17-0aa3-4806-891a-ddccf9de6f01,216,Teddiursa,,,,,,Normal,,60,80,50,50,50,40,깜지곰,teddiursa.avif
c1566fcc-1fde-451c-a731-95e933d99f8f,217,Ursaring,,,,,,Normal,,90,130,75,75,75,55,링곰,ursaring.avif
c2144480-fc7a-4612-829e-dc8de4b82429,218,Slugma,,,,,,Fire,,40,40,40,70,40,20,마그마그,slugma.avif
2e7ae966-ad8f-4846-9651-fa74d114ab25,219,Magcargo,,,,,,Fire,Rock,60,50,120,90,80,30,마그카르고,magcargo.avif
77260368-b598-4b50-86ad-8f27c4a69112,220,Swinub,,,,,,Ice,Ground,50,50,40,30,30,50,꾸꾸리,swinub.avif
d4c1272b-4e44-49c5-a107-461f4bd26374,221,Piloswine,,,,,,Ice,Ground,100,100,80,60,60,50,메꾸리,piloswine.avif
02deb566-04ba-448f-90e8-20b40c160291,222,Corsola,Galarian Corsola,,,,,Water,Rock,65,55,95,65,95,35,코산호,corsola.avif
235ae7fa-6b42-4c06-974d-a65bd4a769b2,223,Remoraid,,,,,,Water,,35,65,35,65,35,65,총어,remoraid.avif
39373466-e850-47cd-823d-2e746030c9de,224,Octillery,,,,,,Water,,75,105,75,105,75,45,대포무노,octillery.avif
973e678f-f7fa-497b-badd-028fe10e4885,225,Delibird,,,,,,Ice,Flying,45,55,45,65,45,75,딜리버드,delibird.avif
e991c8a4-f443-4581-871f-de42ec5687b4,226,Mantine,,,,,,Water,Flying,85,40,70,80,140,70,만타인,mantine.avif
3d16569e-b132-4586-bb6c-fe293718fc5a,227,Skarmory,,,,,,Steel,Flying,65,80,140,40,70,70,무장조,skarmory.avif
5fa165bb-6e0a-454e-85b1-3530f28a9826,228,Houndour,,,,,,Dark,Fire,45,60,30,80,50,65,델빌,houndour.avif
d4acd949-384f-42b1-b54b-c739c96b92b6,229,Houndoom,Mega Houndoom,,,,,Dark,Fire,75,90,50,110,80,95,헬가,houndoom.avif
8c930338-b827-4d26-84d8-d8664b79c3d6,230,Kingdra,,,,,,Water,Dragon,75,95,95,95,95,85,킹드라,kingdra.avif
e09a2c21-86ac-4c00-a4a2-671dac7d2e31,231,Phanpy,,,,,,Ground,,90,60,60,40,40,40,코코리,phanpy.avif
48fd2f98-23cb-4bef-a595-837322ee9efc,232,Donphan,,,,,,Ground,,90,120,120,60,60,50,코리갑,donphan.avif
835d9a19-57b4-4cf1-b4d1-d9dace1c9737,233,Porygon2,,,,,,Normal,,85,80,90,105,95,60,폴리곤2,porygon2.avif
27dad875-27f7-4f52-9174-69ed42d010bd,234,Stantler,,,,,,Normal,,73,95,62,85,65,85,노라키,stantler.avif
427f6ede-213c-4c77-8d33-4cfe3dfed3de,235,Smeargle,,,,,,Normal,,55,20,35,20,45,75,루브도,smeargle.avif
f3bc9afa-ab6f-4437-94da-bffe9ae2bfe3,236,Tyrogue,,,,,,Fighting,,35,35,35,35,35,35,배루키,tyrogue.avif
12ee0e95-a0e6-44f1-9852-3c9c8d8ccbaf,237,Hitmontop,,,,,,Fighting,,50,95,95,35,110,70,카포에라,hitmontop.avif
0051208f-7bb9-42b5-be1a-1de993a30c5a,238,Smoochum,,,,,,Ice,Psychic,45,30,15,85,65,65,뽀뽀라,smoochum.avif
abf65c4f-6be3-4cd1-88e0-884e922620ad,239,Elekid,,,,,,Electric,,45,63,37,65,55,95,에레키드,elekid.avif
a88f98ef-097f-4cad-a498-d095dc997510,240,Magby,,,,,,Fire,,45,75,37,70,55,83,마그비,magby.avif
b144db06-d309-4534-8473-be5c98b6e924,241,Miltank,,,,,,Normal,,95,80,105,40,70,100,밀탱크,miltank.avif
6f669bb1-dde0-4f6e-bbf9-ba7563691a84,242,Blissey,,,,,,Normal,,255,10,10,75,135,55,해피너스,blissey.avif
52b87258-24f0-46e1-bd3d-40abc2c1d7bc,243,Raikou,,,,,,Electric,,90,85,75,115,100,115,라이코,raikou.avif
88ff61b6-3271-456c-8f6a-20e9941728af,244,Entei,,,,,,Fire,,115,115,85,90,75,100,앤테이,entei.avif
cbad21b6-e4cd-4f02-b8f2-8edb21a9aa0e,245,Suicune,,,,,,Water,,100,75,115,90,115,85,스이쿤,suicune.avif
f03264a6-adb2-44d8-b069-78f57691dcf3,246,Larvitar,,,,,,Rock,Ground,50,64,50,45,50,41,애버라스,larvitar.avif
63bec07a-f40c-4ab9-9ff4-f29f54302f94,247,Pupitar,,,,,,Rock,Ground,70,84,70,65,70,51,데기라스,pupitar.avif
5d8a795d-a374-4d74-bd69-b4c7437558ea,248,Tyranitar,Mega Tyranitar,,,,,Rock,Dark,100,134,110,95,100,61,마기라스,tyranitar.avif
4943afcb-bac4-40e4-be62-1a11e7c92fa4,249,Lugia,,,,,,Psychic,Flying,106,90,130,90,154,110,루기아,lugia.avif
80ab8216-af8f-429f-a0d7-52cba7ce153b,250,Ho-oh,,,,,,Fire,Flying,106,130,90,110,154,90,칠색조,hooh.avif
89464725-7ff5-4f2d-a367-75c0990afeb4,251,Celebi,,,,,,Psychic,Grass,100,100,100,100,100,100,세레비,celebi.avif
48fd1cab-ac38-461f-805a-e1110aef2c95,252,Treecko,,,,,,Grass,,40,45,35,65,55,70,나무지기,treecko.avif
1b88ce90-f20a-487a-aef1-35e1e4567108,253,Grovyle,,,,,,Grass,,50,65,45,85,65,95,나무돌이,grovyle.avif
03e52d72-9cdc-4b0c-9dcb-9cb610796bde,254,Sceptile,Mega Sceptile,,,,,Grass,,70,85,65,105,85,120,나무킹,sceptile.avif
339634a2-787a-4581-8082-e41c952f9d6c,255,Torchic,,,,,,Fire,,45,60,40,70,50,45,아차모,torchic.avif
0e156c5b-3d78-471d-ad70-f4896e411c05,256,Combusken,,,,,,Fire,Fighting,60,85,60,85,60,55,영치코,combusken.avif
044d12e0-644d-42b2-9a15-6ae194e90ea4,257,Blaziken,Mega Blaziken,,,,,Fire,Fighting,80,120,70,110,70,80,번치코,blaziken.avif
ddca2777-e160-4efb-94be-1d2b49cc8637,258,Mudkip,,,,,,Water,,50,70,50,50,50,40,물짱이,mudkip.avif
9fdc0d78-1e6c-48a2-881a-54202fcb9bd7,259,Marshtomp,,,,,,Water,Ground,70,85,70,60,70,50,늪짱이,marshtomp.avif
faf051ac-1283-49cc-b960-630ce26b328e,260,Swampert,Mega Swampert,,,,,Water,Ground,100,110,90,85,90,60,대짱이,swampert.avif
98cf1073-7156-4e32-8e6d-0d2a851fa7a0,261,Poochyena,,,,,,Dark,,35,55,35,30,30,35,포챠나,poochyena.avif
323f75a5-cf3d-4346-b270-a34d9cbac422,262,Mightyena,,,,,,Dark,,70,90,70,60,60,70,그라에나,mightyena.avif
4670f706-2bf4-4598-bf1c-69ffc8d4fc98,263,Zigzagoon,Galarian Zigzagoon,,,,,Normal,,38,30,41,30,41,60,지그제구리,zigzagoon.avif
c3edc27a-7f3a-4ffd-af94-c404614157f3,264,Linoone,Galarian Linoone,,,,,Normal,,78,70,61,50,61,100,직구리,linoone.avif
7dbaeb7e-9069-4c36-9a13-ddb0aad0edf1,265,Wurmple,,,,,,Bug,,45,45,35,20,30,20,개무소,wurmple.avif
6a5c9e1c-7565-4a56-96c1-8cc64b8b3860,266,Silcoon,,,,,,Bug,,50,35,55,25,25,15,실쿤,silcoon.avif
12c5eb21-1eef-4286-a94b-f28a039b26ae,267,Beautifly,,,,,,Bug,Flying,60,70,50,100,50,65,뷰티플라이,beautifly.avif
8f0dcb85-2f7a-4265-bc0f-a856c033b54d,268,Cascoon,,,,,,Bug,,50,35,55,25,25,15,카스쿤,cascoon.avif
c824d900-f48b-441e-a6b1-e72b4ca38024,269,Dustox,,,,,,Bug,Poison,60,50,70,50,90,65,독케일,dustox.avif
d7d701b6-280d-4a96-91f8-93d1cf1e1a2a,270,Lotad,,,,,,Water,Grass,40,30,30,40,50,30,연꽃몬,lotad.avif
8de58084-bb6e-4b9b-95aa-a233a92f56a5,271,Lombre,,,,,,Water,Grass,60,50,50,60,70,50,로토스,lombre.avif
5d269b77-628b-44d7-9dc1-cc2e9899ffbd,272,Ludicolo,,,,,,Water,Grass,80,70,70,90,100,70,로파파,ludicolo.avif
a2b89302-d15e-4695-8d31-df78591371ec,273,Seedot,,,,,,Grass,,40,40,50,30,30,30,도토링,seedot.avif
ce93d9c5-7f4e-4204-94c3-82a91ded006c,274,Nuzleaf,,,,,,Grass,Dark,70,70,40,60,40,60,잎새코,nuzleaf.avif
c9e80eb9-5851-483e-ac9c-da34127732a6,275,Shiftry,,,,,,Grass,Dark,90,100,60,90,60,80,다탱구,shiftry.avif
08ac3de3-25b5-46cf-b5ca-91f1857e98be,276,Taillow,,,,,,Normal,Flying,40,55,30,30,30,85,테일로,taillow.avif
9dc9ed6d-e2a4-4826-80bc-d95e8bf24eb0,277,Swellow,,,,,,Normal,Flying,60,85,60,75,50,125,스왈로,swellow.avif
9e3e49d4-1cec-4991-99e2-b16d380c3bde,278,Wingull,,,,,,Water,Flying,40,30,30,55,30,85,갈모매,wingull.avif
4a543d0a-0e98-4638-a876-9cc2c995b28e,279,Pelipper,,,,,,Water,Flying,60,50,100,95,70,65,패리퍼,pelipper.avif
6fe4c700-6853-4c35-872f-8f34f8e1c58a,280,Ralts,,,,,,Psychic,Fairy,28,25,25,45,35,40,랄토스,ralts.avif
96eedcd5-65ca-4718-8b64-e1ca5aabef11,281,Kirlia,,,,,,Psychic,Fairy,38,35,35,65,55,50,킬리아,kirlia.avif
b9d59879-c278-45d4-b43c-d9c196bd157d,282,Gardevoir,Mega Gardevoir,,,,,Psychic,Fairy,68,65,65,125,115,80,가디안,gardevoir.avif
fb5d4d25-6623-420b-ab80-d6a5410309ef,283,Surskit,,,,,,Bug,Water,40,30,32,50,52,65,비구술,surskit.avif
0154d0f2-55e2-4a34-89d2-5784cf991589,284,Masquerain,,,,,,Bug,Flying,70,60,62,100,82,80,비나방,masquerain.avif
bd1c022c-3ffd-47d1-a744-f4c69cd229f6,285,Shroomish,,,,,,Grass,,60,40,60,40,60,35,버섯꼬,shroomish.avif
8f3ae6fc-4e6b-4d03-b355-3c667145c0fd,286,Breloom,,,,,,Grass,Fighting,60,130,80,60,60,70,버섯모,breloom.avif
544f4733-01f6-4499-8496-59a7b5cd8261,287,Slakoth,,,,,,Normal,,60,60,60,35,35,30,게을로,slakoth.avif
643566a8-bd72-4c2c-bdc8-3a4655d72fdc,288,Vigoroth,,,,,,Normal,,80,80,80,55,55,90,발바로,vigoroth.avif
0798d2e9-40fa-4b5e-8951-9e49247d9a44,289,Slaking,,,,,,Normal,,150,160,100,95,65,100,게을킹,slaking.avif
407a4be6-9957-4b98-bd2b-dbba73cc7134,290,Nincada,,,,,,Bug,Ground,31,45,90,30,30,40,토중몬,nincada.avif
564b711f-930d-4490-8ac3-294bfaecab33,291,Ninjask,,,,,,Bug,Flying,61,90,45,50,50,160,아이스크,ninjask.avif
44730994-9123-48f0-b13c-1a64db06efb1,292,Shedinja,,,,,,Bug,Ghost,1,90,45,30,30,40,껍질몬,shedinja.avif
554b93ef-650a-49b4-9013-10b348dd5f62,293,Whismur,,,,,,Normal,,64,51,23,51,23,28,소곤룡,whismur.avif
81ced05d-5371-4302-9b65-650e15b32a4c,294,Loudred,,,,,,Normal,,84,71,43,71,43,48,노공룡,loudred.avif
7a9a13ff-8b36-4578-a3d8-756c51f75eaf,295,Exploud,,,,,,Normal,,104,91,63,91,73,68,폭음룡,exploud.avif
2769fbb2-c7ae-4f77-b185-69aed7b1a5be,296,Makuhita,,,,,,Fighting,,72,60,30,20,30,25,마크탕,makuhita.avif
0bef9564-5029-4952-a9d2-809f59b0ff2a,297,Hariyama,,,,,,Fighting,,144,120,60,40,60,50,하리뭉,hariyama.avif
0fa65368-0230-4b60-b5cd-4fa703b102a7,298,Azurill,,,,,,Normal,Fairy,50,20,40,20,40,20,루리리,azurill.avif
7048f544-4aca-484b-98b9-f7cfccb2e5fc,299,Nosepass,,,,,,Rock,,30,45,135,45,90,30,코코파스,nosepass.avif
d1cf024a-4afc-4eb8-b66b-f21a134f265d,300,Skitty,,,,,,Normal,,50,45,45,35,35,50,에나비,skitty.avif
fa1e7080-2f68-4dab-9711-fdf25d3518ae,301,Delcatty,,,,,,Normal,,70,65,65,55,55,90,델케티,delcatty.avif
bf774dd9-0d16-440c-badf-875b440cf9f7,302,Sableye,Mega Sableye,,,,,Dark,Ghost,50,75,75,65,65,50,깜까미,sableye.avif
658162b0-6ce7-47c7-a33d-69403c149229,303,Mawile,Mega Mawile,,,,,Steel,Fairy,50,85,85,55,55,50,입치트,mawile.avif
884cfed4-de26-4be4-b162-686ecca3a1e1,304,Aron,,,,,,Steel,Rock,50,70,100,40,40,30,가보리,aron.avif
1407da80-9c15-40db-bb42-57a0e35ff7ec,305,Lairon,,,,,,Steel,Rock,60,90,140,50,50,40,갱도라,lairon.avif
b7eebff1-ec6f-4e9e-ab2c-ae1dba99d191,306,Aggron,Mega Aggron,,,,,Steel,Rock,70,110,180,60,60,50,보스로라,aggron.avif
38bdb4be-d203-46d5-b27e-885f4a5a3e83,307,Meditite,,,,,,Fighting,Psychic,30,40,55,40,55,60,요가랑,meditite.avif
39850a20-cb0f-43a4-8a16-6e858ecfb2e1,308,Medicham,Mega Medicham,,,,,Fighting,Psychic,60,60,75,60,75,80,요가램,medicham.avif
9b19a699-1ddd-40f3-b237-155f4a8b4194,309,Electrike,,,,,,Electric,,40,45,40,65,40,65,썬더라이,electrike.avif
070d2228-cfa6-47bb-b6a4-49deadce6a9f,310,Manectric,Mega Manectric,,,,,Electric,,70,75,60,105,60,105,썬더볼트,manectric.avif
d6a508e8-0ff7-4a4b-8888-43a6846187fb,311,Plusle,,,,,,Electric,,60,50,40,85,75,95,플러시,plusle.avif
4d68d532-9da6-491f-a489-188f1208ad75,312,Minun,,,,,,Electric,,60,40,50,75,85,95,마이농,minun.avif
50288adb-0967-464e-be5a-d0cff559eccf,313,Volbeat,,,,,,Bug,,65,73,75,47,85,85,볼비트,volbeat.avif
7f5764b4-bb09-476e-8e1a-233950100f71,314,Illumise,,,,,,Bug,,65,47,75,73,85,85,네오비트,illumise.avif
e1edbb9a-c988-46f5-9168-20ed8621a417,315,Roselia,,,,,,Grass,Poison,50,60,45,100,80,65,로젤리아,roselia.avif
cb377233-c160-4e21-bdd9-52e0a6354b49,316,Gulpin,,,,,,Poison,,70,43,53,43,53,40,꼴깍몬,gulpin.avif
1f692f4b-212a-4a9a-ad17-ae4e9fdb09e2,317,Swalot,,,,,,Poison,,100,73,83,73,83,55,꿀꺽몬,swalot.avif
8dfe9060-b4b7-4ea6-bf33-8976a99962d6,318,Carvanha,,,,,,Water,Dark,45,90,20,65,20,65,샤프니아,carvanha.avif
1723f216-0e5d-4175-b332-0305883d42ca,319,Sharpedo,Mega Sharpedo,,,,,Water,Dark,70,120,40,95,40,95,샤크니아,sharpedo.avif
82cedd3b-2183-4a7b-9b38-96439f161a34,320,Wailmer,,,,,,Water,,130,70,35,70,35,60,고래왕자,wailmer.avif
cbdd646a-363d-4e6d-8e50-46b4b2e57bc2,321,Wailord,,,,,,Water,,170,90,45,90,45,60,고래왕,wailord.avif
9e173a8e-e182-4ade-991e-833f6118f3a8,322,Numel,,,,,,Fire,Ground,60,60,40,65,45,35,둔타,numel.avif
254004d2-8863-4c34-b331-be30735eca38,323,Camerupt,Mega Camerupt,,,,,Fire,Ground,70,100,70,105,75,40,폭타,camerupt.avif
916eb95d-ff1d-4027-a769-4f1383af1e89,324,Torkoal,,,,,,Fire,,70,85,140,85,70,20,코터스,torkoal.avif
93632a8e-02f5-4b30-96f4-377bd1a764e9,325,Spoink,,,,,,Psychic,,60,25,35,70,80,60,피그점프,spoink.avif
52000c45-bb2d-4777-aa8f-91fc3f71698c,326,Grumpig,,,,,,Psychic,,80,45,65,90,110,80,피그킹,grumpig.avif
2475861d-c5f1-41b5-9f45-40c60ab4866b,327,Spinda,,,,,,Normal,,60,60,60,60,60,60,얼루기,spinda.avif
0ff84a94-7622-4ca6-a9ee-7ad854048fcc,328,Trapinch,,,,,,Ground,,45,100,45,45,45,10,톱치,trapinch.avif
82a4202d-1e59-4857-aaee-725fb220ad51,329,Vibrava,,,,,,Ground,Dragon,50,70,50,50,50,70,비브라바,vibrava.avif
f1275c25-7dfd-43af-b6a4-05eb584317f7,330,Flygon,,,,,,Ground,Dragon,80,100,80,80,80,100,플라이곤,flygon.avif
67767d57-09bc-45a9-b229-8727faf2710e,331,Cacnea,,,,,,Grass,,50,85,40,85,40,35,선인왕,cacnea.avif
d4b40c73-e0c2-4dba-b6b1-185e179cc0d0,332,Cacturne,,,,,,Grass,Dark,70,115,60,115,60,55,밤선인,cacturne.avif
0ddaa4d4-4d41-4036-b7c9-d949e960b34b,333,Swablu,,,,,,Normal,Flying,45,40,60,40,75,50,파비코,swablu.avif
be143177-a44e-4b62-b4a2-55759c9da570,334,Altaria,Mega Altaria,,,,,Dragon,Flying,75,70,90,70,105,80,파비코리,altaria.avif
b0f8b70b-d3fa-4c11-8656-fae060e8659e,335,Zangoose,,,,,,Normal,,73,115,60,60,60,90,쟝고,zangoose.avif
f30e799e-ce76-4150-b9e6-3cd46810be96,336,Seviper,,,,,,Poison,,73,100,60,100,60,65,세비퍼,seviper.avif
fe34bf1b-c2f1-49d3-a8ce-1d9a1b39388b,337,Lunatone,,,,,,Rock,Psychic,90,55,65,95,85,70,루나톤,lunatone.avif
6bc95d3d-41a4-42c9-af8c-a89c107f401f,338,Solrock,,,,,,Rock,Psychic,90,95,85,55,65,70,솔록,solrock.avif
f5f8c6c3-ec18-4d6d-ac8d-045adc5eecc2,339,Barboach,,,,,,Water,Ground,50,48,43,46,41,60,미꾸리,barboach.avif
0e0818ae-7a8d-46be-ae72-bfcde1a56e77,340,Whiscash,,,,,,Water,Ground,110,78,73,76,71,60,메깅,whiscash.avif
f73749f4-1d0e-47b3-8cb9-58daef2e1c85,341,Corphish,,,,,,Water,,43,80,65,50,35,35,가재군,corphish.avif
869a31ee-7631-4285-b8b9-3a8569af23e2,342,Crawdaunt,,,,,,Water,Dark,63,120,85,90,55,55,가재장군,crawdaunt.avif
1dffb270-c4ea-405a-9a81-2a87b92e71af,343,Baltoy,,,,,,Ground,Psychic,40,40,55,40,70,55,오뚝군,baltoy.avif
87e5e67e-7903-43c8-9f61-d365fb3066d5,344,Claydol,,,,,,Ground,Psychic,60,70,105,70,120,75,점토도리,claydol.avif
76e14a9d-0eee-49dc-baf7-5b9eedc412a0,345,Lileep,,,,,,Rock,Grass,66,41,77,61,87,23,릴링,lileep.avif
b4b92c2e-c003-49b1-92d4-10155080029d,346,Cradily,,,,,,Rock,Grass,86,81,97,81,107,43,릴리요,cradily.avif
e904f9f6-b5bc-4060-a274-aec1fa323b20,347,Anorith,,,,,,Rock,Bug,45,95,50,40,50,75,아노딥스,anorith.avif
7cfc976f-2c5e-4e42-b220-7474fa4154c1,348,Armaldo,,,,,,Rock,Bug,75,125,100,70,80,45,아말도,armaldo.avif
5b03d470-1cb2-4deb-98d0-ecceece7d99f,349,Feebas,,,,,,Water,,20,15,20,10,55,80,빈티나,feebas.avif
856b4499-0cf4-475f-aa37-01870db8b4aa,350,Milotic,,,,,,Water,,95,60,79,100,125,81,밀로틱,milotic.avif
6ddb89d2-6ca7-4b37-9d05-bea71faf1d52,351,Castform,Sunny Form,Rainy Form,Snowy Form,,,Normal,,70,70,70,70,70,70,캐스퐁,castform.avif
c7981132-d05d-4951-bebe-7190dc313e15,352,Kecleon,,,,,,Normal,,60,90,70,60,120,40,켈리몬,kecleon.avif
cb43a488-e59f-4b5c-9c4d-78923cf3bbc1,353,Shuppet,,,,,,Ghost,,44,75,35,63,33,45,어둠대신,shuppet.avif
7715f725-7699-42f7-931d-e31352c2acdb,354,Banette,Mega Banette,,,,,Ghost,,64,115,65,83,63,65,다크펫,banette.avif
1f82ff40-5317-40d9-ba4d-02541111edcd,355,Duskull,,,,,,Ghost,,20,40,90,30,90,25,해골몽,duskull.avif
c70a9403-4a9c-43e1-a936-7231c7cc8b0c,356,Dusclops,,,,,,Ghost,,40,70,130,60,130,25,미라몽,dusclops.avif
c18cc972-4fb7-42ff-b46d-d0db806fe191,357,Tropius,,,,,,Grass,Flying,99,68,83,72,87,51,트로피우스,tropius.avif
7a90f1c5-9c9d-45c5-82ae-28ba62f7b27e,358,Chimecho,,,,,,Psychic,,75,50,80,95,90,65,치렁,chimecho.avif
d44e254d-3646-44ff-a45f-34fadbd856c2,359,Absol,Mega Absol,,,,,Dark,,65,130,60,75,60,75,앱솔,absol.avif
119c9253-7cdb-40ff-a94c-70b5396ad89f,360,Wynaut,,,,,,Psychic,,95,23,48,23,48,23,마자,wynaut.avif
2211151d-59c5-4e7c-9dba-5f8f6352b51c,361,Snorunt,,,,,,Ice,,50,50,50,50,50,50,눈꼬마,snorunt.avif
72d31a0a-8000-46bf-8d21-24b5e0d8e192,362,Glalie,Mega Glalie,,,,,Ice,,80,80,80,80,80,80,얼음귀신,glalie.avif
c029107e-33bc-4ca5-83f3-9dfb6e2d16dd,363,Spheal,,,,,,Ice,Water,70,40,50,55,50,25,대굴레오,spheal.avif
8933ee8e-e697-4124-aa8e-ee3c5dac5aa6,364,Sealeo,,,,,,Ice,Water,90,60,70,75,70,45,씨레오,sealeo.avif
ebc5f924-96a3-4a7e-bd69-10052e4d87e5,365,Walrein,,,,,,Ice,Water,110,80,90,95,90,65,씨카이저,walrein.avif
96806060-446a-47bb-a847-a85fc53976dd,366,Clamperl,,,,,,Water,,35,64,85,74,55,32,진주몽,clamperl.avif
45abacc4-72c4-4bd4-b474-d314abdd952e,367,Huntail,,,,,,Water,,55,104,105,94,75,52,헌테일,huntail.avif
0de48e8c-57da-47ce-9db8-12adf5678c12,368,Gorebyss,,,,,,Water,,55,84,105,114,75,52,분홍장이,gorebyss.avif
93a29ff0-f362-4043-be63-7b1a0434619b,369,Relicanth,,,,,,Water,Rock,100,90,130,45,65,55,시라칸,relicanth.avif
4b3c00e8-3a31-4fa2-92c6-dd8578db0ebf,370,Luvdisc,,,,,,Water,,43,30,55,40,65,97,사랑동이,luvdisc.avif
8035b99e-ae51-45a2-9f10-ebd161755505,371,Bagon,,,,,,Dragon,,45,75,60,40,30,50,아공이,bagon.avif
428d2b24-d104-4a95-b989-ffc5d13d5a11,372,Shelgon,,,,,,Dragon,,65,95,100,60,50,50,쉘곤,shelgon.avif
1f06a97c-41b3-4fb2-8abf-5298b6d1485c,373,Salamence,Mega Salamence,,,,,Dragon,Flying,95,135,80,110,80,100,보만다,salamence.avif
c7fcae61-be5e-4524-9f77-5ea1933cbc06,374,Beldum,,,,,,Steel,Psychic,40,55,80,35,60,30,메탕,beldum.avif
adabee78-172f-4b40-beaa-c6791cf0eb50,375,Metang,,,,,,Steel,Psychic,60,75,100,55,80,50,메탕구,metang.avif
0fd2c688-1568-4d8c-9947-294f7df63134,376,Metagross,Mega Metagross,,,,,Steel,Psychic,80,135,130,95,90,70,메타그로스,metagross.avif
e7fb4483-f5ab-4f13-9a87-e3c998a3b682,377,Regirock,,,,,,Rock,,80,100,200,50,100,50,레지락,regirock.avif
ac575dbe-22fb-42d1-8ad2-d742336743b0,378,Regice,,,,,,Ice,,80,50,100,100,200,50,레지아이스,regice.avif
1ad9215d-42e9-4d1e-ab4e-58be21565f2b,379,Registeel,,,,,,Steel,,80,75,150,75,150,50,레지스틸,registeel.avif
2ba81068-4f6d-4691-b576-19302e6fbf11,380,Latias,Mega Latias,,,,,Dragon,Psychic,80,80,90,110,130,110,라티아스,latias.avif
5b8680fd-96eb-473e-9335-9feb2dbb5078,381,Latios,Mega Latios,,,,,Dragon,Psychic,80,90,80,130,110,110,라티오스,latios.avif
65256658-27ae-492d-817a-29d9aa9820d9,382,Kyogre,Primal Kyogre,,,,,Water,,100,100,90,150,140,90,가이오가,kyogre.avif
e0b93379-d18c-4036-86fb-909411e2f79a,383,Groudon,Primal Groudon,,,,,Ground,,100,150,140,100,90,90,그란돈,groudon.avif
